gene,group,mAP
CSE1L,All gene,0.6986111111111111
CXCL9,All gene,0.7902777777777777
CYB561A3,All gene,0.37777777777777777
CYB5A,All gene,0.15208333333333332
CYCS,All gene,0.8768518518518519
DARS2,All gene,0.2550595238095238
DCAF15,All gene,0.8777777777777778
DCTN5,All gene,1.0
DDA1,All gene,0.3333333333333333
DDX6,All gene,1.0
DEFB119,All gene,0.34325396825396826
DEFB127,All gene,0.16944444444444445
DEFB128,All gene,0.01875
DEFB131A,All gene,0.008333333333333333
DENND4B,All gene,0.43998015873015867
DHX35,All gene,1.0
DHX8,All gene,0.016666666666666666
DLG1,All gene,0.24999999999999997
DNA2,All gene,0.19305555555555554
DNAJC24,All gene,0.9458333333333333
DNM1L,All gene,1.0
DOCK2,All gene,0.18630952380952379
DONSON,All gene,0.1601851851851852
DPH2,All gene,0.7208333333333333
DPM3,All gene,0.5079365079365079
DRG2,All gene,0.9791666666666666
DVL1,All gene,0.6989087301587301
DVL3,All gene,0.4425595238095238
DYNLL1,All gene,1.0
ECI1,All gene,0.24999999999999997
ECSIT,All gene,0.16666666666666666
EEF1G,All gene,1.0
EEF2,All gene,0.9791666666666666
EIF2AK4,All gene,1.0
EIF2B1,All gene,0.875
EIF2B2,All gene,1.0
EIF2B3,All gene,0.8993055555555555
EIF2B4,All gene,0.5694444444444444
EIF2B5,All gene,0.65
EIF2D,All gene,0.6458333333333333
EIF2S3,All gene,0.825
EIF3C,All gene,0.6134259259259259
EIF3E,All gene,0.21825396825396826
EIF3H,All gene,1.0
EIF3L,All gene,0.9097222222222222
EIF4A1,All gene,1.0
EIF4A2,All gene,0.318287037037037
EIF4B,All gene,0.6607142857142857
EIF4E,All gene,0.9166666666666666
EIF4EBP1,All gene,0.9479166666666666
EIF4EBP2,All gene,0.037037037037037035
EIF5,All gene,0.9083333333333333
EML3,All gene,0.2515873015873016
ENO1,All gene,1.0
EPC1,All gene,0.9166666666666666
ERCC2,All gene,0.5
ESRP2,All gene,0.6384920634920636
ESX1,All gene,0.3101851851851852
ESYT1,All gene,0.175
ETFA,All gene,0.23541666666666666
ETFB,All gene,0.09067460317460317
EXOC3,All gene,1.0
EXOSC3,All gene,0.061309523809523814
EYA4,All gene,0.009259259259259259
FAM193A,All gene,0.7256944444444445
FAM71A,All gene,0.10833333333333332
FANCI,All gene,0.9791666666666666
FGFR1,All gene,0.8138888888888889
FIP1L1,All gene,0.7291666666666666
FNBP1L,All gene,0.03273809523809523
FOLR1,All gene,0.08333333333333333
GABARAPL1,All gene,0.21375661375661376
GAPVD1,All gene,0.3333333333333333
GCN1,All gene,0.8402777777777777
GDI2,All gene,0.75
GINS1,All gene,1.0
GLE1,All gene,0.5944444444444444
GOLGA1,All gene,0.1287037037037037
GOLGA2,All gene,0.9583333333333334
GORASP1,All gene,0.01875
GPR119,All gene,0.3125
GSPT1,All gene,0.525
GSR,All gene,0.4722222222222222
HAUS1,All gene,0.08134920634920634
HAUS3,All gene,0.33125000000000004
HAUS4,All gene,0.17658730158730157
HAUS8,All gene,0.10972222222222222
HDAC2,All gene,0.35185185185185186
HDAC3,All gene,1.0
HDGFL2,All gene,0.3333333333333333
HIBCH,All gene,0.2708333333333333
HIF1A,All gene,0.12638888888888888
HLA-B,All gene,0.021164021164021163
HMCES,All gene,0.15416666666666665
HSFY1,All gene,0.1111111111111111
HSP90B1,All gene,1.0
HYOU1,All gene,1.0
IARS2,All gene,0.5
ID2,All gene,0.057870370370370364
IFNA16,All gene,0.31663359788359785
IFT22,All gene,0.5625
IGF2BP1,All gene,0.07867063492063492
IMPACT,All gene,0.09999999999999999
INO80,All gene,1.0
INTS14,All gene,0.5666666666666667
INTS7,All gene,0.6541666666666667
ISL1,All gene,0.24166666666666664
ITFG2,All gene,0.31111111111111106
ITGAV,All gene,1.0
ITGB1,All gene,0.9791666666666666
ITGB5,All gene,1.0
ITPK1,All gene,0.7113095238095237
JOSD1,All gene,0.6083333333333333
JTB,All gene,0.5444444444444444
KATNA1,All gene,1.0
KCTD10,All gene,0.43531746031746027
KDM1A,All gene,1.0
KDM5A,All gene,0.9791666666666666
KIF20B,All gene,0.09930555555555556
KIF5B,All gene,1.0
KPNA1,All gene,0.09722222222222222
KPNA6,All gene,1.0
KRTAP22-1,All gene,0.3111111111111111
LAMP1,All gene,1.0
LAMTOR1,All gene,0.2185185185185185
LAMTOR3,All gene,1.0
LCE2B,All gene,0.22083333333333333
LHX9,All gene,0.18541666666666667
LTA4H,All gene,0.18015873015873018
M6PR,All gene,0.5249999999999999
MAD1L1,All gene,0.6458333333333333
MAGOH,All gene,0.7458333333333333
MAGOHB,All gene,0.11944444444444444
MAP1LC3B,All gene,0.5347222222222222
MAP1S,All gene,0.23214285714285715
MAPK3,All gene,0.5
MBL2,All gene,0.07589285714285714
MCM10,All gene,0.14166666666666666
MCM3,All gene,0.2708333333333333
MCM3AP,All gene,0.15773809523809523
MCM5,All gene,1.0
MCOLN1,All gene,0.43201058201058196
MDC1,All gene,0.2962962962962963
MED1,All gene,0.28935185185185186
MED12,All gene,1.0
MED17,All gene,0.875
MED8,All gene,0.3638888888888889
MED9,All gene,0.43055555555555547
MFN2,All gene,0.7881944444444445
MFSD3,All gene,0.19325396825396826
MLH1,All gene,0.26296296296296295
MMP27,All gene,0.049999999999999996
MNT,All gene,0.4263888888888888
MORF4L2,All gene,0.8763888888888889
MRNIP,All gene,0.4541666666666666
MRPL1,All gene,0.11851851851851852
MRPL13,All gene,1.0
MRPL18,All gene,0.45138888888888884
MRPL2,All gene,0.16666666666666666
MRPL24,All gene,0.32946428571428565
MRPL27,All gene,0.6666666666666666
MRPL28,All gene,0.30515873015873013
MRPL33,All gene,0.5
MRPL36,All gene,0.16666666666666666
MRPL37,All gene,0.1986111111111111
MRPL49,All gene,0.6229166666666667
MRPL55,All gene,0.25
MRPL57,All gene,0.7071428571428571
MRPS15,All gene,0.16666666666666666
MRPS18C,All gene,1.0
MRPS26,All gene,0.2222222222222222
MRPS31,All gene,0.4256944444444444
MRPS5,All gene,0.4444444444444444
MRPS9,All gene,0.41269841269841273
MSH6,All gene,0.1656084656084656
MSTO1,All gene,0.15
MTIF2,All gene,0.1597222222222222
MTOR,All gene,1.0
MVB12A,All gene,0.5638888888888889
MYC,All gene,1.0
MYO1B,All gene,0.7166666666666666
MYO1E,All gene,0.5875
NAMPT,All gene,0.7474206349206349
NBR1,All gene,0.2849206349206349
NCOR1,All gene,1.0
NCSTN,All gene,0.3125
NDEL1,All gene,0.5784722222222222
NDUFA10,All gene,0.29166666666666663
NDUFA11,All gene,0.7041666666666666
NDUFA12,All gene,0.04259259259259259
NDUFA2,All gene,0.6496031746031745
NDUFA4,All gene,0.39847883597883593
NDUFA7,All gene,0.30925925925925923
NDUFAF6,All gene,0.12037037037037036
NDUFAF7,All gene,0.525
NDUFB3,All gene,0.37222222222222223
NDUFB7,All gene,0.29166666666666663
NDUFC2,All gene,0.2674603174603174
NDUFS2,All gene,0.53125
NDUFS3,All gene,0.3773809523809524
NEDD8,All gene,0.7291666666666666
NFKBIA,All gene,0.2212962962962963
NHEJ1,All gene,0.016666666666666666
NHLH2,All gene,0.3333333333333333
NMD3,All gene,0.9305555555555556
NPEPPS,All gene,1.0
NPRL2,All gene,0.6672619047619047
NPRL3,All gene,1.0
NPVF,All gene,0.25
NSMCE4A,All gene,0.7103174603174603
NUDT12,All gene,0.7857142857142857
NUP188,All gene,0.4388558201058201
NUP93,All gene,0.41742724867724873
OAZ1,All gene,0.35277777777777775
OIP5,All gene,0.14236111111111108
OPRPN,All gene,0.30542328042328043
OR10H3,All gene,0.025793650793650792
OR2G3,All gene,0.42460317460317454
OR4C5,All gene,0.05092592592592592
OR7D4,All gene,0.17857142857142855
OST4,All gene,0.5
OSTC,All gene,0.9166666666666666
PABPN1,All gene,0.37152777777777773
PACS2,All gene,0.2152777777777778
PAFAH1B1,All gene,0.6284722222222222
PAIP1,All gene,0.18333333333333332
PAK2,All gene,1.0
PAPSS1,All gene,0.09166666666666666
PAPSS2,All gene,0.027777777777777776
PDCD6IP,All gene,1.0
PEF1,All gene,0.8847222222222222
PER1,All gene,0.6151124338624339
PEX13,All gene,0.5297619047619048
PEX16,All gene,0.4550925925925926
PEX19,All gene,0.24305555555555552
PFDN5,All gene,0.38888888888888884
PHAX,All gene,0.21180555555555552
PHB2,All gene,0.5428902116402116
PINK1,All gene,0.5164351851851853
PIP4K2A,All gene,0.14166666666666666
PLRG1,All gene,0.5888888888888888
PMAIP1,All gene,0.11458333333333333
PML,All gene,0.9305555555555555
POGZ,All gene,1.0
POLD2,All gene,1.0
PPA2,All gene,0.032407407407407406
PPIF,All gene,0.22916666666666666
PPP1CA,All gene,0.8611111111111112
PPP1CC,All gene,0.5
PPP1R10,All gene,0.4055555555555555
PPP2R2A,All gene,1.0
PPP2R3C,All gene,0.729563492063492
PPWD1,All gene,0.1195436507936508
PRDX6,All gene,0.013888888888888888
PRIM2,All gene,1.0
PRMT5,All gene,1.0
PRPF38A,All gene,0.17013888888888887
PRR30,All gene,0.14047619047619048
PRY2,All gene,0.24880952380952379
PSEN1,All gene,0.26607142857142857
PSMA1,All gene,0.08333333333333333
PSMA2,All gene,0.011904761904761904
PSMA3,All gene,0.3619047619047619
PSMA4,All gene,0.10416666666666666
PSMA5,All gene,0.016666666666666666
PSMB1,All gene,0.04444444444444444
PSMB10,All gene,0.5
PSMB5,All gene,0.38630952380952377
PSMB8,All gene,0.18796296296296297
PSMC1,All gene,0.024305555555555552
PSMC6,All gene,0.2520833333333333
PSMD10,All gene,0.9166666666666666
PSMD13,All gene,0.9166666666666666
PSMD5,All gene,1.0
PSMD7,All gene,0.11342592592592592
PSMD9,All gene,0.5871031746031745
PSME4,All gene,0.425
PSMF1,All gene,0.7569444444444445
RAB10,All gene,1.0
RAB11B,All gene,0.2972222222222222
RAB11FIP3,All gene,0.2777777777777778
RAB27A,All gene,0.20529100529100527
RAB2B,All gene,0.20214947089947088
RAB3GAP1,All gene,0.5
RAB3IP,All gene,0.26388888888888884
RAB4A,All gene,0.10879629629629628
RABL3,All gene,0.5264550264550264
RAC1,All gene,1.0
RBM17,All gene,0.5375
RBP1,All gene,0.30515873015873013
RBPMS,All gene,0.6499999999999999
RCC1,All gene,0.32678571428571423
REEP5,All gene,0.6388888888888888
RELA,All gene,1.0
REXO4,All gene,0.09999999999999999
RFC3,All gene,1.0
RFC5,All gene,1.0
RFPL3,All gene,0.7881944444444444
RFTN1,All gene,0.18333333333333335
RHEB,All gene,0.5499999999999999
RHOB,All gene,0.3101851851851852
RIF1,All gene,0.6653439153439153
RNPS1,All gene,0.6289351851851852
RPL18,All gene,0.4722222222222222
RPL19,All gene,0.6472222222222223
RPL22,All gene,0.3054232804232804
RPL22L1,All gene,0.073015873015873
RPL26L1,All gene,0.025925925925925925
RPL29,All gene,0.6944444444444444
RPL32,All gene,0.6944444444444444
RPL35,All gene,0.6666666666666667
RPL35A,All gene,0.21547619047619046
RPL36,All gene,0.9666666666666667
RPL36A,All gene,0.22566137566137567
RPL37,All gene,0.45185185185185184
RPL39,All gene,0.5249999999999999
RPL39L,All gene,0.34722222222222215
RPL4,All gene,0.7916666666666666
RPL5,All gene,0.2777777777777778
RPN1,All gene,0.7194444444444444
RPS10-NUDT3,All gene,0.048611111111111105
RPS12,All gene,0.5763888888888888
RPS16,All gene,1.0
RPS20,All gene,0.26666666666666666
RPS24,All gene,1.0
RPS27L,All gene,0.4677579365079365
RPS3,All gene,0.14166666666666666
RPS4X,All gene,0.5
RPS6,All gene,0.5744047619047619
RPS6KA1,All gene,0.4231481481481481
RPS6KA3,All gene,0.8357142857142857
RPS6KB2,All gene,0.2361111111111111
RPS8,All gene,0.3425925925925926
RRAGC,All gene,1.0
RSU1,All gene,1.0
RUFY2,All gene,0.12499999999999999
SAP130,All gene,0.9166666666666666
SART1,All gene,0.19444444444444442
SASS6,All gene,0.058333333333333334
SCARB2,All gene,0.37499999999999994
SCGB1D1,All gene,0.21329365079365076
SCLY,All gene,0.1863425925925926
SCNM1,All gene,0.5958333333333333
SCO1,All gene,0.5148809523809523
SDHB,All gene,1.0
SDHD,All gene,0.8791666666666667
SEC11A,All gene,1.0
SEC11C,All gene,0.010416666666666666
SEH1L,All gene,0.5
SELENOV,All gene,0.06874999999999999
SEPHS2,All gene,0.6187499999999999
SETDB1,All gene,1.0
SF3B1,All gene,0.11203703703703705
SF3B3,All gene,0.2847222222222222
SF3B4,All gene,0.7242063492063492
SFPQ,All gene,0.4327380952380952
SH3BP4,All gene,1.0
SHOC2,All gene,1.0
SIRPD,All gene,0.18650793650793646
SLC15A4,All gene,0.10416666666666666
SLC25A27,All gene,0.09652777777777777
SLC25A6,All gene,0.8458333333333333
SLC27A2,All gene,0.5154761904761905
SLC35A1,All gene,1.0
SLC46A1,All gene,0.8037698412698413
SLC9A6,All gene,0.19722222222222222
SLC9B2,All gene,0.20648148148148146
SMARCAD1,All gene,0.5034722222222222
SMG7,All gene,1.0
SMG9,All gene,0.5079365079365079
SMR3A,All gene,0.08412698412698412
SNAP47,All gene,0.0537037037037037
SNRNP27,All gene,0.10297619047619047
SNRNP48,All gene,0.11805555555555554
SNRPB,All gene,0.2583333333333333
SNTN,All gene,0.0
SP3,All gene,0.8333333333333333
SPAST,All gene,0.3264880952380952
SPATA48,All gene,0.019675925925925923
SPCS1,All gene,0.3555555555555555
SPIDR,All gene,0.5
SPO11,All gene,0.03042328042328042
SPRR2G,All gene,0.11375661375661376
SRD5A1,All gene,0.36342592592592593
SREBF1,All gene,0.5595238095238094
SRPRB,All gene,0.7666666666666667
SRSF1,All gene,0.6706349206349206
SSR1,All gene,0.41805555555555557
SSR2,All gene,0.9666666666666667
SSR3,All gene,1.0
SSR4,All gene,1.0
ST3GAL1,All gene,0.8621031746031745
ST3GAL4,All gene,1.0
STAG1,All gene,1.0
STAM,All gene,0.016666666666666666
STRIP1,All gene,1.0
STT3A,All gene,0.6952380952380952
STT3B,All gene,0.9583333333333334
STX10,All gene,0.22797619047619047
STX5,All gene,0.5
STX6,All gene,0.3333333333333333
STX7,All gene,0.20300925925925925
SUGP1,All gene,0.5555555555555556
SUPT7L,All gene,0.4722222222222222
SUV39H1,All gene,0.5
SYMPK,All gene,0.46084656084656084
SYNCRIP,All gene,0.2361111111111111
SYTL4,All gene,0.029166666666666667
TAF5L,All gene,1.0
TARDBP,All gene,1.0
TBC1D23,All gene,0.2583333333333333
TBL1Y,All gene,0.08333333333333333
TCERG1,All gene,1.0
TCIRG1,All gene,0.22916666666666663
TECPR1,All gene,0.33796296296296297
TERF2IP,All gene,0.19166666666666665
TFAP2D,All gene,0.041666666666666664
THAP11,All gene,1.0
TIMELESS,All gene,1.0
TMED10,All gene,1.0
TMED2,All gene,1.0
TMEM106B,All gene,0.3472222222222222
TMEM126B,All gene,0.008333333333333333
TMEM165,All gene,1.0
TMEM201,All gene,0.8624999999999999
TOE1,All gene,0.7291666666666666
TOMM20,All gene,0.75
TOMM22,All gene,1.0
TOMM40,All gene,1.0
TOMM5,All gene,0.15208333333333332
TOMM6,All gene,0.125
TOMM7,All gene,0.33194444444444443
TPT1,All gene,0.3854166666666666
TRAM1,All gene,0.6294642857142857
TRAPPC1,All gene,1.0
TRAPPC3,All gene,0.8125
TRAPPC4,All gene,1.0
TSC1,All gene,1.0
TSFM,All gene,0.1925925925925926
TSR1,All gene,0.5349206349206349
TSR2,All gene,0.6666666666666666
TUBA1A,All gene,0.05357142857142857
TUBB4B,All gene,0.9166666666666666
TUBG2,All gene,0.1111111111111111
TXNRD1,All gene,0.5944444444444444
UBA6,All gene,0.9166666666666666
UBAP1,All gene,0.8621031746031745
UBC,All gene,0.43154761904761907
UBE2D3,All gene,1.0
UBE2T,All gene,0.21527777777777773
UBQLN2,All gene,0.41388888888888886
UCP2,All gene,0.60625
UFM1,All gene,0.8041666666666667
UPF3A,All gene,0.6083333333333334
UPF3B,All gene,0.6902777777777777
UQCR10,All gene,0.4027777777777778
UQCRB,All gene,1.0
UQCRHL,All gene,0.6416666666666666
UQCRQ,All gene,0.6666666666666666
USB1,All gene,0.11249999999999999
USP1,All gene,1.0
USP33,All gene,0.21111111111111108
USP5,All gene,0.8292328042328042
VDAC2,All gene,0.08888888888888889
VPS36,All gene,0.46527777777777773
VPS41,All gene,0.8125
VPS4B,All gene,0.17857142857142855
VTA1,All gene,0.9305555555555555
VTI1A,All gene,0.025
WARS2,All gene,0.14675925925925926
WDFY3,All gene,0.22083333333333333
WDR45,All gene,0.3890873015873016
WDR83,All gene,1.0
WFDC8,All gene,0.28703703703703703
WRAP53,All gene,0.625
XPC,All gene,0.3496031746031746
XPO5,All gene,0.9513888888888888
YWHAH,All gene,0.4722222222222222
ZC3H8,All gene,0.47089947089947093
ZC3HC1,All gene,0.47883597883597884
ZNF131,All gene,0.34351851851851856
ZNHIT6,All gene,0.673611111111111
