feature_name	compartment	prefilter_column
Cells_Texture_SumVariance_COXIV_10_01_256	Cells	False
Cells_Texture_SumVariance_COXIV_10_02_256	Cells	False
Cells_Texture_SumVariance_COXIV_10_03_256	Cells	False
Cells_Texture_SumVariance_COXIV_20_00_256	Cells	False
Cells_Texture_SumVariance_COXIV_20_01_256	Cells	False
Cells_Texture_SumVariance_COXIV_20_02_256	Cells	False
Cells_Texture_SumVariance_COXIV_20_03_256	Cells	False
Cells_Texture_SumVariance_COXIV_5_00_256	Cells	False
Cells_Texture_SumVariance_COXIV_5_01_256	Cells	False
Cells_Texture_SumVariance_COXIV_5_02_256	Cells	False
Cells_Texture_SumVariance_COXIV_5_03_256	Cells	False
Cells_Texture_SumVariance_Calnexin_10_00_256	Cells	False
Cells_Texture_SumVariance_Calnexin_10_01_256	Cells	False
Cells_Texture_SumVariance_Calnexin_10_02_256	Cells	False
Cells_Texture_SumVariance_Calnexin_10_03_256	Cells	False
Cells_Texture_SumVariance_Calnexin_20_00_256	Cells	False
Cells_Texture_SumVariance_Calnexin_20_01_256	Cells	False
Cells_Texture_SumVariance_Calnexin_20_02_256	Cells	False
Cells_Texture_SumVariance_Calnexin_20_03_256	Cells	False
Cells_Texture_SumVariance_Calnexin_5_00_256	Cells	False
Cells_Texture_SumVariance_Calnexin_5_01_256	Cells	False
Cells_Texture_SumVariance_Calnexin_5_02_256	Cells	False
Cells_Texture_SumVariance_Calnexin_5_03_256	Cells	False
Cells_Texture_SumVariance_Catalase_10_00_256	Cells	False
Cells_Texture_SumVariance_Catalase_10_01_256	Cells	False
Cells_Texture_SumVariance_Catalase_10_02_256	Cells	False
Cells_Texture_SumVariance_Catalase_10_03_256	Cells	False
Cells_Texture_SumVariance_Catalase_20_00_256	Cells	False
Cells_Texture_SumVariance_Catalase_20_01_256	Cells	False
Cells_Texture_SumVariance_Catalase_20_02_256	Cells	False
Cells_Texture_SumVariance_Catalase_20_03_256	Cells	False
Cells_Texture_SumVariance_Catalase_5_00_256	Cells	False
Cells_Texture_SumVariance_Catalase_5_01_256	Cells	False
Cells_Texture_SumVariance_Catalase_5_02_256	Cells	False
Cells_Texture_SumVariance_Catalase_5_03_256	Cells	False
Cells_Texture_SumVariance_ConA_10_00_256	Cells	False
Cells_Texture_SumVariance_ConA_10_01_256	Cells	False
Cells_Texture_SumVariance_ConA_10_02_256	Cells	False
Cells_Texture_SumVariance_ConA_10_03_256	Cells	False
Cells_Texture_SumVariance_ConA_20_00_256	Cells	False
Cells_Texture_SumVariance_ConA_20_01_256	Cells	False
Cells_Texture_SumVariance_ConA_20_02_256	Cells	False
Cells_Texture_SumVariance_ConA_20_03_256	Cells	False
Cells_Texture_SumVariance_ConA_5_00_256	Cells	False
Cells_Texture_SumVariance_ConA_5_01_256	Cells	False
Cells_Texture_SumVariance_ConA_5_02_256	Cells	False
Cells_Texture_SumVariance_ConA_5_03_256	Cells	False
Cells_Texture_SumVariance_DNA_10_00_256	Cells	False
Cells_Texture_SumVariance_DNA_10_01_256	Cells	False
Cells_Texture_SumVariance_DNA_10_02_256	Cells	False
Cells_Texture_SumVariance_DNA_10_03_256	Cells	False
Cells_Texture_SumVariance_DNA_20_00_256	Cells	False
Cells_Texture_SumVariance_DNA_20_01_256	Cells	False
Cells_Texture_SumVariance_DNA_20_02_256	Cells	False
Cells_Texture_SumVariance_DNA_20_03_256	Cells	False
Cells_Texture_SumVariance_DNA_5_00_256	Cells	False
Cells_Texture_SumVariance_DNA_5_01_256	Cells	False
Cells_Texture_SumVariance_DNA_5_02_256	Cells	False
Cells_Texture_SumVariance_DNA_5_03_256	Cells	False
Cells_Texture_SumVariance_G3BP1_10_00_256	Cells	False
Cells_Texture_SumVariance_G3BP1_10_01_256	Cells	False
Cells_Texture_SumVariance_G3BP1_10_02_256	Cells	False
Cells_Texture_SumVariance_G3BP1_10_03_256	Cells	False
Cells_Texture_SumVariance_G3BP1_20_00_256	Cells	False
Cells_Texture_SumVariance_G3BP1_20_01_256	Cells	False
Cells_Texture_SumVariance_G3BP1_20_02_256	Cells	False
Cells_Texture_SumVariance_G3BP1_20_03_256	Cells	False
Cells_Texture_SumVariance_G3BP1_5_00_256	Cells	False
Cells_Texture_SumVariance_G3BP1_5_01_256	Cells	False
Cells_Texture_SumVariance_G3BP1_5_02_256	Cells	False
Cells_Texture_SumVariance_G3BP1_5_03_256	Cells	False
Cells_Texture_SumVariance_GM130_10_00_256	Cells	False
Cells_Texture_SumVariance_GM130_10_01_256	Cells	False
Cells_Texture_SumVariance_GM130_10_02_256	Cells	False
Cells_Texture_SumVariance_GM130_10_03_256	Cells	False
Cells_Texture_SumVariance_GM130_20_00_256	Cells	False
Cells_Texture_SumVariance_GM130_20_01_256	Cells	False
Cells_Texture_SumVariance_GM130_20_02_256	Cells	False
Cells_Texture_SumVariance_GM130_20_03_256	Cells	False
Cells_Texture_SumVariance_GM130_5_00_256	Cells	False
Cells_Texture_SumVariance_GM130_5_01_256	Cells	False
Cells_Texture_SumVariance_GM130_5_02_256	Cells	False
Cells_Texture_SumVariance_GM130_5_03_256	Cells	False
Cells_Texture_SumVariance_LAMP1_10_00_256	Cells	False
Cells_Texture_SumVariance_LAMP1_10_01_256	Cells	False
Cells_Texture_SumVariance_LAMP1_10_02_256	Cells	False
Cells_Texture_SumVariance_LAMP1_10_03_256	Cells	False
Cells_Texture_SumVariance_LAMP1_20_00_256	Cells	False
Cells_Texture_SumVariance_LAMP1_20_01_256	Cells	False
Cells_Texture_SumVariance_LAMP1_20_02_256	Cells	False
Cells_Texture_SumVariance_LAMP1_20_03_256	Cells	False
Cells_Texture_SumVariance_LAMP1_5_00_256	Cells	False
Cells_Texture_SumVariance_LAMP1_5_01_256	Cells	False
Cells_Texture_SumVariance_LAMP1_5_02_256	Cells	False
Cells_Texture_SumVariance_LAMP1_5_03_256	Cells	False
Cells_Texture_SumVariance_NfKb_10_00_256	Cells	False
Cells_Texture_SumVariance_NfKb_10_01_256	Cells	False
Cells_Texture_SumVariance_NfKb_10_02_256	Cells	False
Cells_Texture_SumVariance_NfKb_10_03_256	Cells	False
Cells_Texture_SumVariance_NfKb_20_00_256	Cells	False
Cells_Texture_SumVariance_NfKb_20_01_256	Cells	False
Cells_Texture_SumVariance_NfKb_20_02_256	Cells	False
Cells_Texture_SumVariance_NfKb_20_03_256	Cells	False
Cells_Texture_SumVariance_NfKb_5_00_256	Cells	False
Cells_Texture_SumVariance_NfKb_5_01_256	Cells	False
Cells_Texture_SumVariance_NfKb_5_02_256	Cells	False
Cells_Texture_SumVariance_NfKb_5_03_256	Cells	False
Cells_Texture_SumVariance_PRSP6_10_00_256	Cells	False
Cells_Texture_SumVariance_PRSP6_10_01_256	Cells	False
Cells_Texture_SumVariance_PRSP6_10_02_256	Cells	False
Cells_Texture_SumVariance_PRSP6_10_03_256	Cells	False
Cells_Texture_SumVariance_PRSP6_20_00_256	Cells	False
Cells_Texture_SumVariance_PRSP6_20_01_256	Cells	False
Cells_Texture_SumVariance_PRSP6_20_02_256	Cells	False
Cells_Texture_SumVariance_PRSP6_20_03_256	Cells	False
Cells_Texture_SumVariance_PRSP6_5_00_256	Cells	False
Cells_Texture_SumVariance_PRSP6_5_01_256	Cells	False
Cells_Texture_SumVariance_PRSP6_5_02_256	Cells	False
Cells_Texture_SumVariance_PRSP6_5_03_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_00_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_01_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_02_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_10_03_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_00_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_01_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_02_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_20_03_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_00_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_01_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_02_256	Cells	False
Cells_Texture_SumVariance_Phalloidin_5_03_256	Cells	False
Cells_Texture_SumVariance_Syto9_10_00_256	Cells	False
Cells_Texture_SumVariance_Syto9_10_01_256	Cells	False
Cells_Texture_SumVariance_Syto9_10_02_256	Cells	False
Cells_Texture_SumVariance_Syto9_10_03_256	Cells	False
Cells_Texture_SumVariance_Syto9_20_00_256	Cells	False
Cells_Texture_SumVariance_Syto9_20_01_256	Cells	False
Cells_Texture_SumVariance_Syto9_20_02_256	Cells	False
Cells_Texture_SumVariance_Syto9_20_03_256	Cells	False
Cells_Texture_SumVariance_Syto9_5_00_256	Cells	False
Cells_Texture_SumVariance_Syto9_5_01_256	Cells	False
Cells_Texture_SumVariance_Syto9_5_02_256	Cells	False
Cells_Texture_SumVariance_Syto9_5_03_256	Cells	False
Cells_Texture_SumVariance_TDP43_10_00_256	Cells	False
Cells_Texture_SumVariance_TDP43_10_01_256	Cells	False
Cells_Texture_SumVariance_TDP43_10_02_256	Cells	False
Cells_Texture_SumVariance_TDP43_10_03_256	Cells	False
Cells_Texture_SumVariance_TDP43_20_00_256	Cells	False
Cells_Texture_SumVariance_TDP43_20_01_256	Cells	False
Cells_Texture_SumVariance_TDP43_20_02_256	Cells	False
Cells_Texture_SumVariance_TDP43_20_03_256	Cells	False
Cells_Texture_SumVariance_TDP43_5_00_256	Cells	False
Cells_Texture_SumVariance_TDP43_5_01_256	Cells	False
Cells_Texture_SumVariance_TDP43_5_02_256	Cells	False
Cells_Texture_SumVariance_TDP43_5_03_256	Cells	False
Cells_Texture_SumVariance_WGA_10_00_256	Cells	False
Cells_Texture_SumVariance_WGA_10_01_256	Cells	False
Cells_Texture_SumVariance_WGA_10_02_256	Cells	False
Cells_Texture_SumVariance_WGA_10_03_256	Cells	False
Cells_Texture_SumVariance_WGA_20_00_256	Cells	False
Cells_Texture_SumVariance_WGA_20_01_256	Cells	False
Cells_Texture_SumVariance_WGA_20_02_256	Cells	False
Cells_Texture_SumVariance_WGA_20_03_256	Cells	False
Cells_Texture_SumVariance_WGA_5_00_256	Cells	False
Cells_Texture_SumVariance_WGA_5_01_256	Cells	False
Cells_Texture_SumVariance_WGA_5_02_256	Cells	False
Cells_Texture_SumVariance_WGA_5_03_256	Cells	False
Cells_Texture_SumVariance_btubulin_10_00_256	Cells	False
Cells_Texture_SumVariance_btubulin_10_01_256	Cells	False
Cells_Texture_SumVariance_btubulin_10_02_256	Cells	False
Cells_Texture_SumVariance_btubulin_10_03_256	Cells	False
Cells_Texture_SumVariance_btubulin_20_00_256	Cells	False
Cells_Texture_SumVariance_btubulin_20_01_256	Cells	False
Cells_Texture_SumVariance_btubulin_20_02_256	Cells	False
Cells_Texture_SumVariance_btubulin_20_03_256	Cells	False
Cells_Texture_SumVariance_btubulin_5_00_256	Cells	False
Cells_Texture_SumVariance_btubulin_5_01_256	Cells	False
Cells_Texture_SumVariance_btubulin_5_02_256	Cells	False
Cells_Texture_SumVariance_btubulin_5_03_256	Cells	False
Cells_Texture_Variance_COXIV_10_00_256	Cells	False
Cells_Texture_Variance_COXIV_10_01_256	Cells	False
Cells_Texture_Variance_COXIV_10_02_256	Cells	False
Cells_Texture_Variance_COXIV_10_03_256	Cells	False
Cells_Texture_Variance_COXIV_20_00_256	Cells	False
Cells_Texture_Variance_COXIV_20_01_256	Cells	False
Cells_Texture_Variance_COXIV_20_02_256	Cells	False
Cells_Texture_Variance_COXIV_20_03_256	Cells	False
Cells_Texture_Variance_COXIV_5_00_256	Cells	False
Cells_Texture_Variance_COXIV_5_01_256	Cells	False
Cells_Texture_Variance_COXIV_5_02_256	Cells	False
Cells_Texture_Variance_COXIV_5_03_256	Cells	False
Cells_Texture_Variance_Calnexin_10_00_256	Cells	False
Cells_Texture_Variance_Calnexin_10_01_256	Cells	False
Cells_Texture_Variance_Calnexin_10_02_256	Cells	False
Cells_Texture_Variance_Calnexin_10_03_256	Cells	False
Cells_Texture_Variance_Calnexin_20_00_256	Cells	False
Cells_Texture_Variance_Calnexin_20_01_256	Cells	False
Cells_Texture_Variance_Calnexin_20_02_256	Cells	False
Cells_Texture_Variance_Calnexin_20_03_256	Cells	False
Cells_Texture_Variance_Calnexin_5_00_256	Cells	False
Cells_Texture_Variance_Calnexin_5_01_256	Cells	False
Cells_Texture_Variance_Calnexin_5_02_256	Cells	False
Cells_Texture_Variance_Calnexin_5_03_256	Cells	False
Cells_Texture_Variance_Catalase_10_00_256	Cells	False
Cells_Texture_Variance_Catalase_10_01_256	Cells	False
Cells_Texture_Variance_Catalase_10_02_256	Cells	False
Cells_Texture_Variance_Catalase_10_03_256	Cells	False
Cells_Texture_Variance_Catalase_20_00_256	Cells	False
Cells_Texture_Variance_Catalase_20_01_256	Cells	False
Cells_Texture_Variance_Catalase_20_02_256	Cells	False
Cells_Texture_Variance_Catalase_20_03_256	Cells	False
Cells_Texture_Variance_Catalase_5_00_256	Cells	False
Cells_Texture_Variance_Catalase_5_01_256	Cells	False
Cells_Texture_Variance_Catalase_5_02_256	Cells	False
Cells_Texture_Variance_Catalase_5_03_256	Cells	False
Cells_Texture_Variance_ConA_10_00_256	Cells	False
Cells_Texture_Variance_ConA_10_01_256	Cells	False
Cells_Texture_Variance_ConA_10_02_256	Cells	False
Cells_Texture_Variance_ConA_10_03_256	Cells	False
Cells_Texture_Variance_ConA_20_00_256	Cells	False
Cells_Texture_Variance_ConA_20_01_256	Cells	False
Cells_Texture_Variance_ConA_20_02_256	Cells	False
Cells_Texture_Variance_ConA_20_03_256	Cells	False
Cells_Texture_Variance_ConA_5_00_256	Cells	False
Cells_Texture_Variance_ConA_5_01_256	Cells	False
Cells_Texture_Variance_ConA_5_02_256	Cells	False
Cells_Texture_Variance_ConA_5_03_256	Cells	False
Cells_Texture_Variance_DNA_10_00_256	Cells	False
Cells_Texture_Variance_DNA_10_01_256	Cells	False
Cells_Texture_Variance_DNA_10_02_256	Cells	False
Cells_Texture_Variance_DNA_10_03_256	Cells	False
Cells_Texture_Variance_DNA_20_00_256	Cells	False
Cells_Texture_Variance_DNA_20_01_256	Cells	False
Cells_Texture_Variance_DNA_20_02_256	Cells	False
Cells_Texture_Variance_DNA_20_03_256	Cells	False
Cells_Texture_Variance_DNA_5_00_256	Cells	False
Cells_Texture_Variance_DNA_5_01_256	Cells	False
Cells_Texture_Variance_DNA_5_02_256	Cells	False
Cells_Texture_Variance_DNA_5_03_256	Cells	False
Cells_Texture_Variance_G3BP1_10_00_256	Cells	False
Cells_Texture_Variance_G3BP1_10_01_256	Cells	False
Cells_Texture_Variance_G3BP1_10_02_256	Cells	False
Cells_Texture_Variance_G3BP1_10_03_256	Cells	False
Cells_Texture_Variance_G3BP1_20_00_256	Cells	False
Cells_Texture_Variance_G3BP1_20_01_256	Cells	False
Cells_Texture_Variance_G3BP1_20_02_256	Cells	False
Cells_Texture_Variance_G3BP1_20_03_256	Cells	False
Cells_Texture_Variance_G3BP1_5_00_256	Cells	False
Cells_Texture_Variance_G3BP1_5_01_256	Cells	False
Cells_Texture_Variance_G3BP1_5_02_256	Cells	False
Cells_Texture_Variance_G3BP1_5_03_256	Cells	False
Cells_Texture_Variance_GM130_10_00_256	Cells	False
Cells_Texture_Variance_GM130_10_01_256	Cells	False
Cells_Texture_Variance_GM130_10_02_256	Cells	False
Cells_Texture_Variance_GM130_10_03_256	Cells	False
Cells_Texture_Variance_GM130_20_00_256	Cells	False
Cells_Texture_Variance_GM130_20_01_256	Cells	False
Cells_Texture_Variance_GM130_20_02_256	Cells	False
Cells_Texture_Variance_GM130_20_03_256	Cells	False
Cells_Texture_Variance_GM130_5_00_256	Cells	False
Cells_Texture_Variance_GM130_5_01_256	Cells	False
Cells_Texture_Variance_GM130_5_02_256	Cells	False
Cells_Texture_Variance_GM130_5_03_256	Cells	False
Cells_Texture_Variance_LAMP1_10_00_256	Cells	False
Cells_Texture_Variance_LAMP1_10_01_256	Cells	False
Cells_Texture_Variance_LAMP1_10_02_256	Cells	False
Cells_Texture_Variance_LAMP1_10_03_256	Cells	False
Cells_Texture_Variance_LAMP1_20_00_256	Cells	False
Cells_Texture_Variance_LAMP1_20_01_256	Cells	False
Cells_Texture_Variance_LAMP1_20_02_256	Cells	False
Cells_Texture_Variance_LAMP1_20_03_256	Cells	False
Cells_Texture_Variance_LAMP1_5_00_256	Cells	False
Cells_Texture_Variance_LAMP1_5_01_256	Cells	False
Cells_Texture_Variance_LAMP1_5_02_256	Cells	False
Cells_Texture_Variance_LAMP1_5_03_256	Cells	False
Cells_Texture_Variance_NfKb_10_00_256	Cells	False
Cells_Texture_Variance_NfKb_10_01_256	Cells	False
Cells_Texture_Variance_NfKb_10_02_256	Cells	False
Cells_Texture_Variance_NfKb_10_03_256	Cells	False
Cells_Texture_Variance_NfKb_20_00_256	Cells	False
Cells_Texture_Variance_NfKb_20_01_256	Cells	False
Cells_Texture_Variance_NfKb_20_02_256	Cells	False
Cells_Texture_Variance_NfKb_20_03_256	Cells	False
Cells_Texture_Variance_NfKb_5_00_256	Cells	False
Cells_Texture_Variance_NfKb_5_01_256	Cells	False
Cells_Texture_Variance_NfKb_5_02_256	Cells	False
Cells_Texture_Variance_NfKb_5_03_256	Cells	False
Cells_Texture_Variance_PRSP6_10_00_256	Cells	False
Cells_Texture_Variance_PRSP6_10_01_256	Cells	False
Cells_Texture_Variance_PRSP6_10_02_256	Cells	False
Cells_Texture_Variance_PRSP6_10_03_256	Cells	False
Cells_Texture_Variance_PRSP6_20_00_256	Cells	False
Cells_Texture_Variance_PRSP6_20_01_256	Cells	False
Cells_Texture_Variance_PRSP6_20_02_256	Cells	False
Cells_Texture_Variance_PRSP6_20_03_256	Cells	False
Cells_Texture_Variance_PRSP6_5_00_256	Cells	False
Cells_Texture_Variance_PRSP6_5_01_256	Cells	False
Cells_Texture_Variance_PRSP6_5_02_256	Cells	False
Cells_Texture_Variance_PRSP6_5_03_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_00_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_01_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_02_256	Cells	False
Cells_Texture_Variance_Phalloidin_10_03_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_00_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_01_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_02_256	Cells	False
Cells_Texture_Variance_Phalloidin_20_03_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_00_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_01_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_02_256	Cells	False
Cells_Texture_Variance_Phalloidin_5_03_256	Cells	False
Cells_Texture_Variance_Syto9_10_00_256	Cells	False
Cells_Texture_Variance_Syto9_10_01_256	Cells	False
Cells_Texture_Variance_Syto9_10_02_256	Cells	False
Cells_Texture_Variance_Syto9_10_03_256	Cells	False
Cells_Texture_Variance_Syto9_20_00_256	Cells	False
Cells_Texture_Variance_Syto9_20_01_256	Cells	False
Cells_Texture_Variance_Syto9_20_02_256	Cells	False
Cells_Texture_Variance_Syto9_20_03_256	Cells	False
Cells_Texture_Variance_Syto9_5_00_256	Cells	False
Cells_Texture_Variance_Syto9_5_01_256	Cells	False
Cells_Texture_Variance_Syto9_5_02_256	Cells	False
Cells_Texture_Variance_Syto9_5_03_256	Cells	False
Cells_Texture_Variance_TDP43_10_00_256	Cells	False
Cells_Texture_Variance_TDP43_10_01_256	Cells	False
Cells_Texture_Variance_TDP43_10_02_256	Cells	False
Cells_Texture_Variance_TDP43_10_03_256	Cells	False
Cells_Texture_Variance_TDP43_20_00_256	Cells	False
Cells_Texture_Variance_TDP43_20_01_256	Cells	False
Cells_Texture_Variance_TDP43_20_02_256	Cells	False
Cells_Texture_Variance_TDP43_20_03_256	Cells	False
Cells_Texture_Variance_TDP43_5_00_256	Cells	False
Cells_Texture_Variance_TDP43_5_01_256	Cells	False
Cells_Texture_Variance_TDP43_5_02_256	Cells	False
Cells_Texture_Variance_TDP43_5_03_256	Cells	False
Cells_Texture_Variance_WGA_10_00_256	Cells	False
Cells_Texture_Variance_WGA_10_01_256	Cells	False
Cells_Texture_Variance_WGA_10_02_256	Cells	False
Cells_Texture_Variance_WGA_10_03_256	Cells	False
Cells_Texture_Variance_WGA_20_00_256	Cells	False
Cells_Texture_Variance_WGA_20_01_256	Cells	False
Cells_Texture_Variance_WGA_20_02_256	Cells	False
Cells_Texture_Variance_WGA_20_03_256	Cells	False
Cells_Texture_Variance_WGA_5_00_256	Cells	False
Cells_Texture_Variance_WGA_5_01_256	Cells	False
Cells_Texture_Variance_WGA_5_02_256	Cells	False
Cells_Texture_Variance_WGA_5_03_256	Cells	False
Cells_Texture_Variance_btubulin_10_00_256	Cells	False
Cells_Texture_Variance_btubulin_10_01_256	Cells	False
Cells_Texture_Variance_btubulin_10_02_256	Cells	False
Cells_Texture_Variance_btubulin_10_03_256	Cells	False
Cells_Texture_Variance_btubulin_20_00_256	Cells	False
Cells_Texture_Variance_btubulin_20_01_256	Cells	False
Cells_Texture_Variance_btubulin_20_02_256	Cells	False
Cells_Texture_Variance_btubulin_20_03_256	Cells	False
Cells_Texture_Variance_btubulin_5_00_256	Cells	False
Cells_Texture_Variance_btubulin_5_01_256	Cells	False
Cells_Texture_Variance_btubulin_5_02_256	Cells	False
Cells_Texture_Variance_btubulin_5_03_256	Cells	False
Cytoplasm_AreaShape_Area	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxArea	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMaximum_X	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMinimum_X	Cytoplasm	False
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	Cytoplasm	False
Cytoplasm_AreaShape_Center_X	Cytoplasm	False
Cytoplasm_AreaShape_Center_Y	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_0	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_1	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_2	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_0_3	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_0	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_1	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_2	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_1_3	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_0	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_1	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_2	Cytoplasm	False
Cytoplasm_AreaShape_CentralMoment_2_3	Cytoplasm	False
Cytoplasm_AreaShape_Compactness	Cytoplasm	False
Cytoplasm_AreaShape_ConvexArea	Cytoplasm	False
Cytoplasm_AreaShape_Eccentricity	Cytoplasm	False
Cytoplasm_AreaShape_EquivalentDiameter	Cytoplasm	False
Cytoplasm_AreaShape_EulerNumber	Cytoplasm	False
Cytoplasm_AreaShape_Extent	Cytoplasm	False
Cytoplasm_AreaShape_FormFactor	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_0	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_1	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_2	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_3	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_4	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_5	Cytoplasm	False
Cytoplasm_AreaShape_HuMoment_6	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensorEigenvalues_0	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensorEigenvalues_1	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_0_0	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_0_1	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_1_0	Cytoplasm	False
Cytoplasm_AreaShape_InertiaTensor_1_1	Cytoplasm	False
Cytoplasm_AreaShape_MajorAxisLength	Cytoplasm	False
Cytoplasm_AreaShape_MaxFeretDiameter	Cytoplasm	False
Cytoplasm_AreaShape_MaximumRadius	Cytoplasm	False
Cytoplasm_AreaShape_MeanRadius	Cytoplasm	False
Cytoplasm_AreaShape_MedianRadius	Cytoplasm	False
Cytoplasm_AreaShape_MinFeretDiameter	Cytoplasm	False
Cytoplasm_AreaShape_MinorAxisLength	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_0_0	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_0_1	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_0_2	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_0_3	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_1_0	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_1_1	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_1_2	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_1_3	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_2_0	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_2_1	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_2_2	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_2_3	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_3_0	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_3_1	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_3_2	Cytoplasm	False
Cytoplasm_AreaShape_NormalizedMoment_3_3	Cytoplasm	False
Cytoplasm_AreaShape_Orientation	Cytoplasm	False
Cytoplasm_AreaShape_Perimeter	Cytoplasm	False
Cytoplasm_AreaShape_Solidity	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_0_0	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_0_1	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_0_2	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_0_3	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_1_0	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_1_1	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_1_2	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_1_3	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_2_0	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_2_1	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_2_2	Cytoplasm	False
Cytoplasm_AreaShape_SpatialMoment_2_3	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_0_0	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_1_1	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_2_0	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_2_2	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_3_1	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_3_3	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_4_0	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_4_2	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_4_4	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_5_1	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_5_3	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_5_5	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_6_0	Cytoplasm	False
Cytoplasm_AreaShape_Zernike_6_2	Cytoplasm	False
